fatality_count,Month,Year,event_date,Landslide_Amt,Fatality count,Landslide Count,,Month_Names,Months,Landslides per month,Death per month,,Years,Landslides per year
0,11,2015,11/23/2015,2614,,,,,,,,,,
0,12,2015,12/9/2015,2615,,,,,,,,,,
0,12,2015,12/9/2015,2616,,,,,,,,,,
0,4,2015,4/18/2015,2617,,,,,,,,,,
0,1,2015,1/5/2015,2618,,,,,,,,,,
0,12,2015,12/8/2015,2619,,,,,,,,,,
0,12,2015,12/9/2015,2620,,,,,,,,,,
0,12,2015,12/27/2015,2621,,,,,,,,,,
0,12,2015,12/7/2015,2622,,,,,,,,,,
0,4,2015,4/3/2015,2623,,,,,,,,,,
0,12,2015,12/21/2015,2624,,,,,,,,,,
,12,2015,12/22/2015,2625,,,,,,,,,,
0,12,2015,12/12/2015,2626,,,,,,,,,,
0,12,2015,12/17/2015,2627,,,,,,,,,,
0,6,2015,6/16/2015,2628,,,,,,,,,,
0,12,2015,12/18/2015,2629,,,,,,,,,,
0,3,2015,3/6/2015,2630,,,,,,,,,,
0,12,2015,12/8/2015,2631,,,,,,,,,,
0,12,2015,12/17/2015,2632,,,,,,,,,,
0,5,2015,5/26/2015,2633,,,,,,,,,,
0,2,2015,2/6/2015,2634,,,,,,,,,,
0,12,2015,12/13/2015,2635,,,,,,,,,,
1,12,2015,12/18/2015,2636,,,,,,,,,,
0,12,2015,12/21/2015,2637,,,,,,,,,,
0,7,2015,7/1/2015,2638,,,,,,,,,,
0,10,2015,10/4/2015,2639,,,,,,,,,,
0,12,2015,12/27/2015,2640,,,,,,,,,,
0,4,2015,4/3/2015,2641,,,,,,,,,,
0,12,2015,12/8/2015,2642,,,,,,,,,,
0,6,2015,6/18/2015,2643,,,,,,,,,,
0,12,2015,12/18/2015,2644,,,,,,,,,,
0,11,2015,11/15/2015,2645,,,,,,,,,,
0,7,2015,7/14/2015,2646,,,,,,,,,,
0,3,2015,3/4/2015,2647,,,,,,,,,,
0,3,2015,3/15/2015,2648,,,,,,,,,,
0,6,2015,6/27/2015,2649,,,,,,,,,,
0,11,2015,11/9/2015,2650,,,,,,,,,,
0,12,2015,12/8/2015,2651,,,,,,,,,,
0,11,2015,11/9/2015,2652,,,,,,,,,,
0,6,2015,6/4/2015,2653,,,,,,,,,,
0,1,2015,1/5/2015,2654,,,,,,,,,,
0,12,2015,12/19/2015,2655,,,,,,,,,,
0,3,2015,3/10/2015,2656,,,,,,,,,,
0,2,2015,2/7/2015,2657,,,,,,,,,,
0,12,2015,12/21/2015,2658,,,,,,,,,,
0,5,2015,5/11/2015,2659,,,,,,,,,,
0,12,2015,12/22/2015,2660,,,,,,,,,,
0,1,2015,1/21/2015,2661,,,,,,,,,,
0,3,2015,3/7/2015,2662,,,,,,,,,,
0,12,2015,12/7/2015,2663,,,,,,,,,,
0,12,2015,12/18/2015,2664,,,,,,,,,,
0,12,2015,12/13/2015,2665,,,,,,,,,,
0,12,2015,12/21/2015,2666,,,,,,,,,,
0,4,2015,4/19/2015,2667,,,,,,,,,,
0,12,2015,12/29/2015,2668,,,,,,,,,,
0,3,2015,3/16/2015,2669,,,,,,,,,,
0,12,2015,12/24/2015,2670,,,,,,,,,,
0,11,2015,11/8/2015,2671,,,,,,,,,,
0,2,2015,2/9/2015,2672,,,,,,,,,,
,5,2015,5/22/2015,2673,,,,,,,,,,
0,12,2015,12/18/2015,2674,,,,,,,,,,
0,11,2015,11/17/2015,2675,,,,,,,,,,
0,2,2015,2/6/2015,2676,,,,,,,,,,
0,3,2015,3/9/2015,2677,,,,,,,,,,
0,11,2015,11/3/2015,2678,,,,,,,,,,
0,12,2015,12/17/2015,2679,,,,,,,,,,
0,6,2015,6/9/2015,2680,,,,,,,,,,
0,7,2015,7/28/2015,2681,,,,,,,,,,
0,12,2015,12/17/2015,2682,,,,,,,,,,
0,7,2015,7/19/2015,2683,,,,,,,,,,
0,2,2015,2/4/2015,2684,,,,,,,,,,
0,12,2015,12/7/2015,2685,,,,,,,,,,
0,2,2015,2/9/2015,2686,,,,,,,,,,
0,6,2015,6/10/2015,2687,,,,,,,,,,
0,12,2015,12/10/2015,2688,,,,,,,,,,
0,12,2015,12/20/2015,2689,,,,,,,,,,
0,7,2015,7/17/2015,2690,,,,,,,,,,
0,12,2015,12/7/2015,2691,,,,,,,,,,
0,12,2015,12/8/2015,2692,,,,,,,,,,
0,5,2015,5/19/2015,2693,,,,,,,,,,
0,5,2015,5/20/2015,2694,,,,,,,,,,
0,3,2015,3/14/2015,2695,,,,,,,,,,
0,4,2015,4/11/2015,2696,,,,,,,,,,
0,10,2015,10/16/2015,2697,,,,,,,,,,
0,7,2015,7/27/2015,2698,,,,,,,,,,
0,7,2015,7/19/2015,2699,,,,,,,,,,
0,6,2015,6/16/2015,2700,,,,,,,,,,
0,7,2015,7/23/2015,2701,,,,,,,,,,
,4,2015,4/9/2015,2702,,,,,,,,,,
0,2,2015,2/6/2015,2703,,,,,,,,,,
0,10,2015,10/2/2015,2704,,,,,,,,,,
0,8,2015,8/2/2015,2705,,,,,,,,,,
0,4,2015,4/27/2015,2706,,,,,,,,,,
0,7,2015,7/24/2015,2707,,,,,,,,,,
0,8,2015,8/28/2015,2708,,,,,,,,,,
0,8,2015,8/13/2015,2709,,,,,,,,,,
0,7,2015,7/18/2015,2710,,,,,,,,,,
0,3,2016,3/25/2016,2711,,,,,,,,,,
0,2,2016,2/1/2016,2712,,,,,,,,,,
0,3,2016,3/24/2016,2713,,,,,,,,,,
0,5,2016,5/1/2016,2714,,,,,,,,,,
0,3,2016,3/13/2016,2715,,,,,,,,,,
0,12,2016,12/16/2016,2716,,,,,,,,,,
0,2,2016,2/23/2016,2717,,,,,,,,,,
0,2,2016,2/14/2016,2718,,,,,,,,,,
0,1,2016,1/18/2016,2719,,,,,,,,,,
0,9,2016,9/27/2016,2720,,,,,,,,,,
0,3,2016,3/10/2016,2721,,,,,,,,,,
0,1,2016,1/22/2016,2722,,,,,,,,,,
0,9,2016,9/15/2016,2723,,,,,,,,,,
0,2,2016,2/21/2016,2724,,,,,,,,,,
0,1,2016,1/21/2016,2725,,,,,,,,,,
0,5,2016,5/8/2016,2726,,,,,,,,,,
0,8,2016,8/30/2016,2727,,,,,,,,,,
0,5,2016,5/28/2016,2728,,,,,,,,,,
0,12,2016,12/1/2016,2729,,,,,,,,,,
0,3,2016,3/12/2016,2730,,,,,,,,,,
0,4,2016,4/3/2016,2731,,,,,,,,,,
0,12,2016,12/20/2016,2732,,,,,,,,,,
0,3,2016,3/7/2016,2733,,,,,,,,,,
0,2,2016,2/20/2016,2734,,,,,,,,,,
0,4,2016,4/12/2016,2735,,,,,,,,,,
0,2,2016,2/14/2016,2736,,,,,,,,,,
0,4,2016,4/23/2016,2737,,,,,,,,,,
0,3,2016,3/12/2016,2738,,,,,,,,,,
0,10,2016,10/18/2016,2739,,,,,,,,,,
0,12,2016,12/31/2016,2740,,,,,,,,,,
0,10,2016,10/16/2016,2741,,,,,,,,,,
0,1,2016,1/19/2016,2742,,,,,,,,,,
0,9,2016,9/13/2016,2743,,,,,,,,,,
0,2,2016,2/23/2016,2744,,,,,,,,,,
0,9,2016,9/20/2016,2745,,,,,,,,,,
0,12,2016,12/15/2016,2746,,,,,,,,,,
0,5,2016,5/12/2016,2747,,,,,,,,,,
0,9,2016,9/1/2016,2748,,,,,,,,,,
0,3,2016,3/25/2016,2749,,,,,,,,,,
0,12,2016,12/5/2016,2750,,,,,,,,,,
0,2,2016,2/27/2016,2751,,,,,,,,,,
0,11,2016,11/9/2016,2752,,,,,,,,,,
0,7,2016,7/13/2016,2753,,,,,,,,,,
0,1,2016,1/23/2016,2754,,,,,,,,,,
0,3,2016,3/6/2016,2755,,,,,,,,,,
0,2,2016,2/24/2016,2756,,,,,,,,,,
0,4,2016,4/3/2016,2757,,,,,,,,,,
0,3,2016,3/13/2016,2758,,,,,,,,,,
0,7,2016,7/20/2016,2759,,,,,,,,,,
0,5,2016,5/16/2016,2760,,,,,,,,,,
0,3,2016,3/12/2016,2761,,,,,,,,,,
0,12,2016,12/20/2016,2762,,,,,,,,,,
0,3,2016,3/10/2016,2763,,,,,,,,,,
0,3,2016,3/13/2016,2764,,,,,,,,,,
0,6,2016,6/21/2016,2765,,,,,,,,,,
0,10,2016,10/19/2016,2766,,,,,,,,,,
0,5,2016,5/18/2016,2767,,,,,,,,,,
0,12,2016,12/8/2016,2768,,,,,,,,,,
0,6,2016,6/2/2016,2769,,,,,,,,,,
0,2,2016,2/28/2016,2770,,,,,,,,,,
0,2,2016,2/18/2016,2771,,,,,,,,,,
0,7,2016,7/5/2016,2772,,,,,,,,,,
0,12,2016,12/6/2016,2773,,,,,,,,,,
0,10,2016,10/5/2016,2774,,,,,,,,,,
0,12,2016,12/18/2016,2775,,,,,,,,,,
0,3,2016,3/7/2016,2776,,,,,,,,,,
0,7,2016,7/17/2016,2777,,,,,,,,,,
0,9,2016,9/30/2016,2778,,,,,,,,,,
0,10,2016,10/24/2016,2779,,,,,,,,,,
0,11,2016,11/30/2016,2780,,,,,,,,,,
0,12,2016,12/16/2016,2781,,,,,,,,,,
0,11,2016,11/9/2016,2782,,,,,,,,,,
0,4,2016,4/12/2016,2783,,,,,,,,,,
0,7,2016,7/20/2016,2784,,,,,,,,,,
0,6,2016,6/9/2016,2785,,,,,,,,,,
2,6,2016,6/3/2016,2786,,,,,,,,,,
0,2,2016,2/6/2016,2787,,,,,,,,,,
0,1,2016,1/23/2016,2788,,,,,,,,,,
0,6,2016,6/23/2016,2789,,,,,,,,,,
0,1,2016,1/7/2016,2790,,,,,,,,,,
0,4,2016,4/2/2016,2791,,,,,,,,,,
0,7,2016,7/19/2016,2792,,,,,,,,,,
0,12,2016,12/16/2016,2793,,,,,,,,,,
0,10,2016,10/21/2016,2794,,,,,,,,,,
0,1,2016,1/28/2016,2795,,,,,,,,,,
0,5,2016,5/23/2016,2796,,,,,,,,,,
0,7,2016,7/20/2016,2797,,,,,,,,,,
0,3,2016,3/15/2016,2798,,,,,,,,,,
0,6,2016,6/23/2016,2799,,,,,,,,,,
0,2,2016,2/28/2016,2800,,,,,,,,,,
0,3,2016,3/29/2016,2801,,,,,,,,,,
0,11,2016,11/1/2016,2802,,,,,,,,,,
0,2,2016,2/26/2016,2803,,,,,,,,,,
0,3,2016,3/14/2016,2804,,,,,,,,,,
0,7,2016,7/4/2016,2805,,,,,,,,,,
0,1,2016,1/10/2016,2806,,,,,,,,,,
0,7,2016,7/20/2016,2807,,,,,,,,,,
1,8,2016,8/7/2016,2808,,,,,,,,,,
0,10,2016,10/14/2016,2809,,,,,,,,,,
0,10,2016,10/14/2016,2810,,,,,,,,,,
0,2,2016,2/27/2016,2811,,,,,,,,,,
0,5,2016,5/24/2016,2812,,,,,,,,,,
0,7,2016,7/30/2016,2813,,,,,,,,,,
0,4,2016,4/6/2016,2814,,,,,,,,,,
0,7,2016,7/15/2016,2815,,,,,,,,,,
0,7,2016,7/24/2016,2816,,,,,,,,,,
0,12,2016,12/14/2016,2817,,,,,,,,,,
0,1,2016,1/16/2016,2818,,,,,,,,,,
0,5,2016,5/25/2016,2819,,,,,,,,,,
0,1,2016,1/21/2016,2820,,,,,,,,,,
0,11,2016,11/27/2016,2821,,,,,,,,,,
0,2,2016,2/2/2016,2822,,,,,,,,,,
0,7,2016,7/19/2016,2823,,,,,,,,,,
0,10,2016,10/7/2016,2824,,,,,,,,,,
0,10,2016,10/14/2016,2825,,,,,,,,,,
0,1,2016,1/23/2016,2826,,,,,,,,,,
0,12,2016,12/6/2016,2827,,,,,,,,,,
0,2,2016,2/18/2016,2828,,,,,,,,,,
0,8,2016,8/1/2016,2829,,,,,,,,,,
0,3,2016,3/4/2016,2830,,,,,,,,,,
0,1,2016,1/7/2016,2831,,,,,,,,,,
0,12,2016,12/10/2016,2832,,,,,,,,,,
0,8,2016,8/27/2016,2833,,,,,,,,,,
0,11,2016,11/19/2016,2834,,,,,,,,,,
0,12,2016,12/25/2016,2835,,,,,,,,,,
0,6,2016,6/3/2016,2836,,,,,,,,,,
0,2,2016,2/18/2016,2837,,,,,,,,,,
0,12,2016,12/23/2016,2838,,,,,,,,,,
0,2,2016,2/3/2016,2839,,,,,,,,,,
0,4,2016,4/3/2016,2840,,,,,,,,,,
0,1,2016,1/16/2016,2841,,,,,,,,,,
0,1,2016,1/4/2016,2842,,,,,,,,,,
0,1,2016,1/27/2016,2843,,,,,,,,,,
0,9,2016,9/26/2016,2844,,,,,,,,,,
0,10,2016,10/23/2016,2845,,,,,,,,,,
0,9,2016,9/15/2016,2846,,,,,,,,,,
0,11,2016,11/28/2016,2847,,,,,,,,,,
0,7,2016,7/5/2016,2848,,,,,,,,,,
0,10,2016,10/5/2016,2849,,,,,,,,,,
0,1,2016,1/17/2016,2850,,,,,,,,,,
0,1,2016,1/5/2016,2851,,,,,,,,,,
0,12,2016,12/15/2016,2852,,,,,,,,,,
0,12,2016,12/16/2016,2853,,,,,,,,,,
0,11,2016,11/19/2016,2854,,,,,,,,,,
0,3,2016,3/15/2016,2855,,,,,,,,,,
0,6,2016,6/8/2016,2856,,,,,,,,,,
0,7,2016,7/2/2016,2857,,,,,,,,,,
0,3,2016,3/15/2016,2858,,,,,,,,,,
0,6,2016,6/3/2016,2859,,,,,,,,,,
0,2,2016,2/16/2016,2860,,,,,,,,,,
0,7,2016,7/20/2016,2861,,,,,,,,,,
0,2,2016,2/24/2016,2862,,,,,,,,,,
0,3,2016,3/6/2016,2863,,,,,,,,,,
0,1,2016,1/21/2016,2864,,,,,,,,,,
0,3,2016,3/24/2016,2865,,,,,,,,,,
0,1,2016,1/7/2016,2866,,,,,,,,,,
0,7,2016,7/4/2016,2867,,,,,,,,,,
0,12,2016,12/2/2016,2868,,,,,,,,,,
0,2,2016,2/28/2016,2869,,,,,,,,,,
0,4,2016,4/18/2016,2870,,,,,,,,,,
0,8,2016,8/7/2016,2871,,,,,,,,,,
0,3,2016,3/19/2016,2872,,,,,,,,,,
0,5,2016,5/28/2016,2873,,,,,,,,,,
0,9,2016,9/11/2016,2874,,,,,,,,,,
0,1,2016,1/27/2016,2875,,,,,,,,,,
0,2,2016,2/23/2016,2876,,,,,,,,,,
0,6,2016,6/24/2016,2877,,,,,,,,,,
0,6,2016,6/18/2016,2878,,,,,,,,,,
0,1,2016,1/2/2016,2879,,,,,,,,,,
0,3,2016,3/9/2016,2880,,,,,,,,,,
0,1,2016,1/14/2016,2881,,,,,,,,,,
0,9,2016,9/20/2016,2882,,,,,,,,,,
1,9,2016,9/23/2016,2883,,,,,,,,,,
1,10,2016,10/15/2016,2884,,,,,,,,,,
0,2,2016,2/19/2016,2885,,,,,,,,,,
0,8,2016,8/29/2016,2886,,,,,,,,,,
0,12,2016,12/12/2016,2887,,,,,,,,,,
0,3,2016,3/6/2016,2888,,,,,,,,,,
0,12,2016,12/16/2016,2889,,,,,,,,,,
0,12,2016,12/31/2016,2890,,,,,,,,,,
0,12,2016,12/24/2016,2891,,,,,,,,,,
0,12,2016,12/5/2016,2892,,,,,,,,,,
0,1,2016,1/17/2016,2893,,,,,,,,,,
0,12,2016,12/16/2016,2894,,,,,,,,,,
0,12,2016,12/23/2016,2895,,,,,,,,,,
0,6,2016,6/14/2016,2896,,,,,,,,,,
0,3,2016,3/9/2016,2897,,,,,,,,,,
0,1,2016,1/28/2016,2898,,,,,,,,,,
0,6,2016,6/2/2016,2899,,,,,,,,,,
0,3,2016,3/11/2016,2900,,,,,,,,,,
0,1,2016,1/28/2016,2901,,,,,,,,,,
0,10,2016,10/19/2016,2902,,,,,,,,,,
0,12,2016,12/19/2016,2903,,,,,,,,,,
0,5,2016,5/2/2016,2904,,,,,,,,,,
0,8,2016,8/6/2016,2905,,,,,,,,,,
0,7,2016,7/21/2016,2906,,,,,,,,,,
0,5,2016,5/31/2016,2907,,,,,,,,,,
0,3,2016,3/14/2016,2908,,,,,,,,,,
0,3,2016,3/13/2016,2909,,,,,,,,,,
0,11,2016,11/21/2016,2910,,,,,,,,,,
0,4,2016,4/22/2016,2911,,,,,,,,,,
0,4,2016,4/27/2016,2912,,,,,,,,,,
0,9,2016,9/14/2016,2913,,,,,,,,,,
0,12,2016,12/28/2016,2914,,,,,,,,,,
0,3,2016,3/22/2016,2915,,,,,,,,,,
0,4,2016,4/17/2016,2916,,,,,,,,,,
0,2,2016,2/27/2016,2917,,,,,,,,,,
0,2,2016,2/13/2016,2918,,,,,,,,,,
0,12,2016,12/23/2016,2919,,,,,,,,,,
0,3,2016,3/8/2016,2920,,,,,,,,,,
0,2,2016,2/18/2016,2921,,,,,,,,,,
0,5,2016,5/21/2016,2922,,,,,,,,,,
0,3,2016,3/25/2016,2923,,,,,,,,,,
0,7,2016,7/20/2016,2924,,,,,,,,,,
0,12,2016,12/16/2016,2925,,,,,,,,,,
0,2,2016,2/24/2016,2926,,,,,,,,,,
0,5,2016,5/16/2016,2927,,,,,,,,,,
0,3,2016,3/8/2016,2928,,,,,,,,,,
0,1,2016,1/5/2016,2929,,,,,,,,,,
0,7,2016,7/20/2016,2930,,,,,,,,,,
0,4,2016,4/12/2016,2931,,,,,,,,,,
0,1,2016,1/20/2016,2932,,,,,,,,,,
0,11,2016,11/21/2016,2933,,,,,,,,,,
0,2,2016,2/16/2016,2934,,,,,,,,,,
0,12,2016,12/16/2016,2935,,,,,,,,,,
0,1,2016,1/6/2016,2936,,,,,,,,,,
0,7,2016,7/20/2016,2937,,,,,,,,,,
0,5,2016,5/12/2016,2938,,,,,,,,,,
0,3,2016,3/13/2016,2939,,,,,,,,,,
0,12,2016,12/22/2016,2940,,,,,,,,,,
0,1,2016,1/19/2016,2941,,,,,,,,,,
0,3,2016,3/13/2016,2942,,,,,,,,,,
0,4,2016,4/19/2016,2943,,,,,,,,,,
0,3,2016,3/28/2016,2944,,,,,,,,,,
0,2,2016,2/24/2016,2945,,,,,,,,,,
0,3,2016,3/14/2016,2946,,,,,,,,,,
0,2,2016,2/24/2016,2947,,,,,,,,,,
0,8,2016,8/11/2016,2948,,,,,,,,,,
0,8,2016,8/7/2016,2949,,,,,,,,,,
0,1,2016,1/6/2016,2950,,,,,,,,,,
0,1,2016,1/11/2016,2951,,,,,,,,,,
0,4,2016,4/26/2016,2952,,,,,,,,,,
0,2,2016,2/5/2016,2953,,,,,,,,,,
0,5,2016,5/6/2016,2954,,,,,,,,,,
0,1,2016,1/21/2016,2955,,,,,,,,,,
0,3,2016,3/11/2016,2956,,,,,,,,,,
0,2,2016,2/13/2016,2957,,,,,,,,,,
0,1,2016,1/16/2016,2958,,,,,,,,,,
0,3,2016,3/7/2016,2959,,,,,,,,,,
0,3,2016,3/11/2016,2960,,,,,,,,,,
0,7,2016,7/16/2016,2961,,,,,,,,,,
0,1,2016,1/2/2016,2962,,,,,,,,,,
0,1,2016,1/19/2016,2963,,,,,,,,,,
0,3,2016,3/22/2016,2964,,,,,,,,,,
0,11,2016,11/30/2016,2965,,,,,,,,,,
0,2,2016,2/3/2016,2966,,,,,,,,,,
0,2,2016,2/24/2016,2967,,,,,,,,,,
0,3,2016,3/14/2016,2968,,,,,,,,,,
0,11,2016,11/21/2016,2969,,,,,,,,,,
0,7,2016,7/7/2016,2970,,,,,,,,,,
0,10,2016,10/15/2016,2971,,,,,,,,,,
0,8,2016,8/29/2016,2972,,,,,,,,,,
0,9,2016,9/14/2016,2973,,,,,,,,,,
0,5,2016,5/11/2016,2974,,,,,,,,,,
1,7,2016,7/25/2016,2975,,,,,,,,,,
0,3,2016,3/15/2016,2976,,,,,,,,,,
0,7,2016,7/20/2016,2977,,,,,,,,,,
0,3,2016,3/11/2016,2978,,,,,,,,,,
0,3,2016,3/2/2016,2979,,,,,,,,,,
0,6,2016,6/28/2016,2980,,,,,,,,,,
0,3,2016,3/30/2016,2981,,,,,,,,,,
0,2,2016,2/18/2016,2982,,,,,,,,,,
0,3,2016,3/22/2016,2983,,,,,,,,,,
0,9,2016,9/7/2016,2984,,,,,,,,,,
0,1,2016,1/28/2016,2985,,,,,,,,,,
0,1,2016,1/19/2016,2986,,,,,,,,,,
0,1,2016,1/7/2016,2987,,,,,,,,,,
0,9,2016,9/17/2016,2988,,,,,,,,,,
0,5,2016,5/26/2016,2989,,,,,,,,,,
0,10,2016,10/15/2016,2990,,,,,,,,,,
0,7,2016,7/3/2016,2991,,,,,,,,,,
0,7,2016,7/26/2016,2992,,,,,,,,,,
0,2,2016,2/28/2016,2993,,,,,,,,,,
0,3,2016,3/15/2016,2994,,,,,,,,,,
0,4,2016,4/7/2016,2995,,,,,,,,,,
0,1,2016,1/6/2016,2996,,,,,,,,,,
0,6,2016,6/20/2016,2997,,,,,,,,,,
0,5,2016,5/4/2016,2998,,,,,,,,,,
0,4,2016,4/10/2016,2999,,,,,,,,,,
0,1,2016,1/18/2016,3000,,,,,,,,,,
0,7,2016,7/20/2016,3001,,,,,,,,,,
0,4,2016,4/26/2016,3002,,,,,,,,,,
0,2,2016,2/25/2016,3003,,,,,,,,,,
0,1,2016,1/28/2016,3004,,,,,,,,,,
0,1,2016,1/28/2016,3005,,,,,,,,,,
0,9,2016,9/27/2016,3006,,,,,,,,,,
0,2,2016,2/26/2016,3007,,,,,,,,,,
0,12,2016,12/15/2016,3008,,,,,,,,,,
0,5,2016,5/18/2016,3009,,,,,,,,,,
0,12,2016,12/5/2016,3010,,,,,,,,,,
0,3,2016,3/14/2016,3011,,,,,,,,,,
0,10,2016,10/16/2016,3012,,,,,,,,,,
0,4,2016,4/1/2016,3013,,,,,,,,,,
0,3,2016,3/7/2016,3014,,,,,,,,,,
0,2,2016,2/17/2016,3015,,,,,,,,,,
0,12,2016,12/20/2016,3016,,,,,,,,,,
0,2,2016,2/18/2016,3017,,,,,,,,,,
0,5,2016,5/2/2016,3018,,,,,,,,,,
0,3,2016,3/12/2016,3019,,,,,,,,,,
0,1,2016,1/26/2016,3020,,,,,,,,,,
0,3,2016,3/13/2016,3021,,,,,,,,,,
0,12,2016,12/28/2016,3022,,,,,,,,,,
0,6,2016,6/3/2016,3023,,,,,,,,,,
0,2,2016,2/6/2016,3024,,,,,,,,,,
0,5,2016,5/6/2016,3025,,,,,,,,,,
0,4,2016,4/19/2016,3026,,,,,,,,,,
0,12,2016,12/29/2016,3027,,,,,,,,,,
0,1,2016,1/5/2016,3028,,,,,,,,,,
0,7,2016,7/26/2016,3029,,,,,,,,,,
0,4,2016,4/2/2016,3030,,,,,,,,,,
0,7,2016,7/18/2016,3031,,,,,,,,,,
0,1,2016,1/10/2016,3032,,,,,,,,,,
0,10,2016,10/30/2016,3033,,,,,,,,,,
0,6,2016,6/28/2016,3034,,,,,,,,,,
0,8,2016,8/7/2016,3035,,,,,,,,,,
0,1,2016,1/2/2016,3036,,,,,,,,,,
0,4,2016,4/28/2016,3037,,,,,,,,,,
0,3,2016,3/12/2016,3038,,,,,,,,,,
0,1,2016,1/15/2016,3039,,,,,,,,,,
0,4,2016,4/26/2016,3040,,,,,,,,,,
0,11,2016,11/6/2016,3041,,,,,,,,,,
0,11,2016,11/22/2016,3042,,,,,,,,,,
0,8,2016,8/7/2016,3043,,,,,,,,,,
0,3,2016,3/18/2016,3044,,,,,,,,,,
0,3,2016,3/22/2016,3045,,,,,,,,,,
0,9,2016,9/1/2016,3046,,,,,,,,,,
0,12,2016,12/15/2016,3047,,,,,,,,,,
0,3,2016,3/11/2016,3048,,,,,,,,,,
0,1,2016,1/17/2016,3049,,,,,,,,,,
0,6,2016,6/28/2016,3050,,,,,,,,,,
0,12,2016,12/12/2016,3051,,,,,,,,,,
0,8,2016,8/31/2016,3052,,,,,,,,,,
0,3,2016,3/14/2016,3053,,,,,,,,,,
0,1,2016,1/24/2016,3054,,,,,,,,,,
0,1,2016,1/15/2016,3055,,,,,,,,,,
,2,2016,2/18/2016,3056,,,,,,,,,,
0,6,2016,6/8/2016,3057,,,,,,,,,,
0,3,2016,3/13/2016,3058,,,,,,,,,,
0,10,2016,10/25/2016,3059,,,,,,,,,,
0,12,2016,12/29/2016,3060,,,,,,,,,,
0,7,2016,7/20/2016,3061,,,,,,,,,,
0,7,2016,7/21/2016,3062,,,,,,,,,,
0,7,2016,7/20/2016,3063,,,,,,,,,,
0,2,2016,2/22/2016,3064,,,,,,,,,,
0,2,2016,2/7/2016,3065,,,,,,,,,,
0,11,2016,11/21/2016,3066,,,,,,,,,,
0,2,2016,2/27/2016,3067,,,,,,,,,,
0,10,2016,10/16/2016,3068,,,,,,,,,,
0,7,2016,7/7/2016,3069,,,,,,,,,,
0,2,2016,2/7/2016,3070,,,,,,,,,,
0,6,2016,6/10/2016,3071,,,,,,,,,,
0,6,2016,6/20/2016,3072,,,,,,,,,,
0,1,2016,1/17/2016,3073,,,,,,,,,,
0,3,2016,3/12/2016,3074,,,,,,,,,,
0,3,2016,3/11/2016,3075,,,,,,,,,,
0,1,2016,1/22/2016,3076,,,,,,,,,,
0,2,2016,2/26/2016,3077,,,,,,,,,,
0,1,2016,1/19/2016,3078,,,,,,,,,,
0,12,2016,12/10/2016,3079,,,,,,,,,,
0,2,2016,2/3/2016,3080,,,,,,,,,,
0,11,2016,11/24/2016,3081,,,,,,,,,,
0,6,2016,6/8/2016,3082,,,,,,,,,,
0,2,2016,2/15/2016,3083,,,,,,,,,,
0,1,2016,1/21/2016,3084,,,,,,,,,,
0,2,2016,2/22/2016,3085,,,,,,,,,,
0,9,2017,9/3/2017,3086,,,,,,,,,,
0,3,2017,3/9/2017,3087,,,,,,,,,,
0,2,2017,2/3/2017,3088,,,,,,,,,,
0,1,2017,1/16/2017,3089,,,,,,,,,,
0,2,2017,2/22/2017,3090,,,,,,,,,,
0,3,2017,3/15/2017,3091,,,,,,,,,,
0,2,2017,2/7/2017,3092,,,,,,,,,,
0,11,2017,11/27/2017,3093,,,,,,,,,,
0,1,2017,1/18/2017,3094,,,,,,,,,,
0,4,2017,4/24/2017,3095,,,,,,,,,,
0,5,2017,5/4/2017,3096,,,,,,,,,,
0,3,2017,3/30/2017,3097,,,,,,,,,,
0,3,2017,3/18/2017,3098,,,,,,,,,,
0,12,2017,12/30/2017,3099,,,,,,,,,,
0,6,2017,6/19/2017,3100,,,,,,,,,,
0,2,2017,2/16/2017,3101,,,,,,,,,,
0,5,2017,5/3/2017,3102,,,,,,,,,,
0,1,2017,1/18/2017,3103,,,,,,,,,,
0,4,2017,4/25/2017,3104,,,,,,,,,,
0,1,2017,1/18/2017,3105,,,,,,,,,,
0,1,2017,1/9/2017,3106,,,,,,,,,,
0,3,2017,3/18/2017,3107,,,,,,,,,,
0,3,2017,3/7/2017,3108,,,,,,,,,,
0,2,2017,2/28/2017,3109,,,,,,,,,,
0,1,2017,1/4/2017,3110,,,,,,,,,,
0,2,2017,2/18/2017,3111,,,,,,,,,,
0,1,2017,1/4/2017,3112,,,,,,,,,,
0,3,2017,3/1/2017,3113,,,,,,,,,,
0,1,2017,1/9/2017,3114,,,,,,,,,,
0,1,2017,1/10/2017,3115,,,,,,,,,,
0,3,2017,3/8/2017,3116,,,,,,,,,,
0,3,2017,3/21/2017,3117,,,,,,,,,,
0,3,2017,3/16/2017,3118,,,,,,,,,,
0,1,2017,1/19/2017,3119,,,,,,,,,,
0,4,2017,4/3/2017,3120,,,,,,,,,,
,1,2017,1/20/2017,3121,,,,,,,,,,
0,4,2017,4/26/2017,3122,,,,,,,,,,
0,1,2017,1/6/2017,3123,,,,,,,,,,
0,6,2017,6/18/2017,3124,,,,,,,,,,
0,3,2017,3/2/2017,3125,,,,,,,,,,
0,2,2017,2/9/2017,3126,,,,,,,,,,
0,10,2017,10/27/2017,3127,,,,,,,,,,
0,3,2017,3/15/2017,3128,,,,,,,,,,
0,1,2017,1/9/2017,3129,,,,,,,,,,
