fatality_count,Month,Year,event_date,Landslide_Amt,Fatality count,Landslide Count,,Month_Names,Months,Landslides per month,Death per month,,Years,Landslides per year
0,8,2011,8/1/2011,1063,,,,,,,,,,
0,7,2011,7/30/2011,1064,,,,,,,,,,
0,3,2011,3/27/2011,1065,,,,,,,,,,
0,3,2011,3/28/2011,1066,,,,,,,,,,
0,12,2011,12/30/2011,1067,,,,,,,,,,
0,4,2011,4/25/2011,1068,,,,,,,,,,
0,1,2011,1/15/2011,1069,,,,,,,,,,
0,5,2011,5/3/2011,1070,,,,,,,,,,
0,4,2011,4/16/2011,1071,,,,,,,,,,
0,5,2011,5/3/2011,1072,,,,,,,,,,
0,11,2011,11/27/2011,1073,,,,,,,,,,
0,3,2011,3/14/2011,1074,,,,,,,,,,
0,12,2011,12/28/2011,1075,,,,,,,,,,
0,12,2011,12/28/2011,1076,,,,,,,,,,
0,3,2011,3/16/2011,1077,,,,,,,,,,
0,5,2011,5/27/2011,1078,,,,,,,,,,
0,1,2012,1/19/2012,1079,,,,,,,,,,
0,3,2012,3/16/2012,1080,,,,,,,,,,
0,3,2012,3/13/2012,1081,,,,,,,,,,
0,12,2012,12/19/2012,1082,,,,,,,,,,
0,4,2012,4/14/2012,1083,,,,,,,,,,
0,1,2012,1/8/2012,1084,,,,,,,,,,
0,3,2012,3/31/2012,1085,,,,,,,,,,
0,11,2012,11/29/2012,1086,,,,,,,,,,
0,1,2012,1/18/2012,1087,,,,,,,,,,
0,1,2012,1/19/2012,1088,,,,,,,,,,
0,1,2012,1/19/2012,1089,,,,,,,,,,
0,11,2012,11/19/2012,1090,,,,,,,,,,
0,3,2012,3/12/2012,1091,,,,,,,,,,
0,1,2012,1/19/2012,1092,,,,,,,,,,
0,3,2012,3/15/2012,1093,,,,,,,,,,
0,3,2012,3/13/2012,1094,,,,,,,,,,
0,4,2012,4/19/2012,1095,,,,,,,,,,
,11,2012,11/2/2012,1096,,,,,,,,,,
0,2,2012,2/5/2012,1097,,,,,,,,,,
0,1,2012,1/19/2012,1098,,,,,,,,,,
0,3,2012,3/10/2012,1099,,,,,,,,,,
0,4,2012,4/13/2012,1100,,,,,,,,,,
0,10,2012,10/22/2012,1101,,,,,,,,,,
0,1,2012,1/18/2012,1102,,,,,,,,,,
,12,2012,12/21/2012,1103,,,,,,,,,,
0,12,2012,12/26/2012,1104,,,,,,,,,,
0,10,2012,10/16/2012,1105,,,,,,,,,,
0,2,2012,2/3/2012,1106,,,,,,,,,,
,9,2012,9/27/2012,1107,,,,,,,,,,
0,1,2012,1/21/2012,1108,,,,,,,,,,
0,11,2012,11/19/2012,1109,,,,,,,,,,
0,11,2012,11/27/2012,1110,,,,,,,,,,
0,3,2012,3/22/2012,1111,,,,,,,,,,
,12,2012,12/2/2012,1112,,,,,,,,,,
0,1,2012,1/18/2012,1113,,,,,,,,,,
0,11,2012,11/19/2012,1114,,,,,,,,,,
,9,2012,9/2/2012,1115,,,,,,,,,,
0,2,2012,2/26/2012,1116,,,,,,,,,,
0,1,2012,1/20/2012,1117,,,,,,,,,,
0,1,2012,1/24/2012,1118,,,,,,,,,,
,7,2012,7/17/2012,1119,,,,,,,,,,
0,12,2012,12/4/2012,1120,,,,,,,,,,
0,1,2012,1/19/2012,1121,,,,,,,,,,
0,1,2012,1/27/2012,1122,,,,,,,,,,
,7,2012,7/17/2012,1123,,,,,,,,,,
0,11,2012,11/20/2012,1124,,,,,,,,,,
0,3,2012,3/29/2012,1125,,,,,,,,,,
0,3,2012,3/13/2012,1126,,,,,,,,,,
0,3,2012,3/30/2012,1127,,,,,,,,,,
,6,2012,6/20/2012,1128,,,,,,,,,,
0,4,2012,4/14/2012,1129,,,,,,,,,,
,3,2012,3/30/2012,1130,,,,,,,,,,
,12,2012,12/2/2012,1131,,,,,,,,,,
0,2,2012,2/20/2012,1132,,,,,,,,,,
0,11,2012,11/20/2012,1133,,,,,,,,,,
0,3,2012,3/30/2012,1134,,,,,,,,,,
0,2,2012,2/7/2012,1135,,,,,,,,,,
0,5,2012,5/4/2012,1136,,,,,,,,,,
0,1,2012,1/19/2012,1137,,,,,,,,,,
0,3,2012,3/26/2012,1138,,,,,,,,,,
0,10,2012,10/30/2012,1139,,,,,,,,,,
0,12,2012,12/23/2012,1140,,,,,,,,,,
0,1,2012,1/22/2012,1141,,,,,,,,,,
0,1,2012,1/19/2012,1142,,,,,,,,,,
0,1,2012,1/24/2012,1143,,,,,,,,,,
0,1,2012,1/19/2012,1144,,,,,,,,,,
0,3,2012,3/21/2012,1145,,,,,,,,,,
0,12,2012,12/25/2012,1146,,,,,,,,,,
0,1,2012,1/18/2012,1147,,,,,,,,,,
0,1,2012,1/19/2012,1148,,,,,,,,,,
0,3,2012,3/2/2012,1149,,,,,,,,,,
0,1,2012,1/18/2012,1150,,,,,,,,,,
0,1,2012,1/19/2012,1151,,,,,,,,,,
0,2,2012,2/26/2012,1152,,,,,,,,,,
0,3,2012,3/30/2012,1153,,,,,,,,,,
0,4,2012,4/3/2012,1154,,,,,,,,,,
,5,2012,5/5/2012,1155,,,,,,,,,,
0,3,2012,3/30/2012,1156,,,,,,,,,,
0,2,2012,2/22/2012,1157,,,,,,,,,,
0,1,2012,1/19/2012,1158,,,,,,,,,,
0,2,2012,2/22/2012,1159,,,,,,,,,,
0,3,2012,3/22/2012,1160,,,,,,,,,,
0,11,2012,11/3/2012,1161,,,,,,,,,,
0,3,2012,3/13/2012,1162,,,,,,,,,,
0,3,2012,3/12/2012,1163,,,,,,,,,,
0,11,2012,11/19/2012,1164,,,,,,,,,,
0,12,2012,12/2/2012,1165,,,,,,,,,,
0,3,2012,3/22/2012,1166,,,,,,,,,,
0,2,2012,2/22/2012,1167,,,,,,,,,,
,3,2012,3/30/2012,1168,,,,,,,,,,
,11,2012,11/1/2012,1169,,,,,,,,,,
0,1,2012,1/19/2012,1170,,,,,,,,,,
0,11,2012,11/22/2012,1171,,,,,,,,,,
1,10,2012,10/30/2012,1172,,,,,,,,,,
0,3,2012,3/15/2012,1173,,,,,,,,,,
0,3,2012,3/4/2012,1174,,,,,,,,,,
0,12,2012,12/5/2012,1175,,,,,,,,,,
0,1,2012,1/19/2012,1176,,,,,,,,,,
0,3,2012,3/22/2012,1177,,,,,,,,,,
0,1,2012,1/29/2012,1178,,,,,,,,,,
0,3,2012,3/11/2012,1179,,,,,,,,,,
0,11,2012,11/17/2012,1180,,,,,,,,,,
,7,2012,7/6/2012,1181,,,,,,,,,,
0,3,2012,3/29/2012,1182,,,,,,,,,,
0,10,2012,10/4/2012,1183,,,,,,,,,,
0,8,2012,8/9/2012,1184,,,,,,,,,,
0,1,2012,1/29/2012,1185,,,,,,,,,,
0,12,2012,12/19/2012,1186,,,,,,,,,,
0,3,2012,3/22/2012,1187,,,,,,,,,,
0,12,2012,12/18/2012,1188,,,,,,,,,,
0,12,2012,12/19/2012,1189,,,,,,,,,,
0,11,2012,11/20/2012,1190,,,,,,,,,,
0,3,2012,3/15/2012,1191,,,,,,,,,,
0,10,2012,10/16/2012,1192,,,,,,,,,,
0,11,2012,11/20/2012,1193,,,,,,,,,,
,8,2012,8/17/2012,1194,,,,,,,,,,
0,11,2012,11/13/2012,1195,,,,,,,,,,
0,2,2012,2/22/2012,1196,,,,,,,,,,
0,1,2012,1/19/2012,1197,,,,,,,,,,
0,3,2012,3/17/2012,1198,,,,,,,,,,
0,3,2012,3/17/2012,1199,,,,,,,,,,
0,3,2012,3/30/2012,1200,,,,,,,,,,
0,10,2012,10/21/2012,1201,,,,,,,,,,
0,3,2012,3/16/2012,1202,,,,,,,,,,
,8,2012,8/14/2012,1203,,,,,,,,,,
,4,2012,4/30/2012,1204,,,,,,,,,,
0,3,2012,3/31/2012,1205,,,,,,,,,,
,9,2012,9/27/2012,1206,,,,,,,,,,
0,3,2012,3/30/2012,1207,,,,,,,,,,
0,11,2012,11/28/2012,1208,,,,,,,,,,
,12,2012,12/18/2012,1209,,,,,,,,,,
,12,2012,12/5/2012,1210,,,,,,,,,,
,5,2012,5/6/2012,1211,,,,,,,,,,
0,10,2012,10/15/2012,1212,,,,,,,,,,
,5,2012,5/1/2012,1213,,,,,,,,,,
,8,2012,8/17/2012,1214,,,,,,,,,,
0,3,2012,3/30/2012,1215,,,,,,,,,,
0,3,2012,3/8/2012,1216,,,,,,,,,,
0,2,2012,2/26/2012,1217,,,,,,,,,,
0,1,2012,1/18/2012,1218,,,,,,,,,,
0,1,2012,1/20/2012,1219,,,,,,,,,,
0,12,2012,12/1/2012,1220,,,,,,,,,,
0,11,2012,11/20/2012,1221,,,,,,,,,,
0,3,2012,3/15/2012,1222,,,,,,,,,,
0,3,2012,3/30/2012,1223,,,,,,,,,,
0,11,2012,11/20/2012,1224,,,,,,,,,,
0,1,2012,1/19/2012,1225,,,,,,,,,,
,7,2012,7/9/2012,1226,,,,,,,,,,
0,1,2012,1/20/2012,1227,,,,,,,,,,
0,3,2012,3/30/2012,1228,,,,,,,,,,
0,12,2012,12/1/2012,1229,,,,,,,,,,
0,1,2012,1/19/2012,1230,,,,,,,,,,
,5,2012,5/24/2012,1231,,,,,,,,,,
0,10,2012,10/30/2012,1232,,,,,,,,,,
0,2,2012,2/22/2012,1233,,,,,,,,,,
,11,2012,11/26/2012,1234,,,,,,,,,,
0,12,2012,12/20/2012,1235,,,,,,,,,,
,11,2012,11/30/2012,1236,,,,,,,,,,
0,4,2012,4/3/2012,1237,,,,,,,,,,
,9,2012,9/2/2012,1238,,,,,,,,,,
0,4,2012,4/2/2012,1239,,,,,,,,,,
0,3,2012,3/30/2012,1240,,,,,,,,,,
0,12,2012,12/26/2012,1241,,,,,,,,,,
,9,2012,9/1/2012,1242,,,,,,,,,,
0,3,2012,3/30/2012,1243,,,,,,,,,,
,12,2012,12/17/2012,1244,,,,,,,,,,
0,1,2012,1/23/2012,1245,,,,,,,,,,
0,3,2012,3/13/2012,1246,,,,,,,,,,
0,1,2012,1/19/2012,1247,,,,,,,,,,
,11,2012,11/18/2012,1248,,,,,,,,,,
0,5,2012,5/4/2012,1249,,,,,,,,,,
0,3,2012,3/21/2012,1250,,,,,,,,,,
0,3,2012,3/21/2012,1251,,,,,,,,,,
,9,2012,9/2/2012,1252,,,,,,,,,,
0,3,2012,3/16/2012,1253,,,,,,,,,,
0,11,2012,11/15/2012,1254,,,,,,,,,,
0,3,2012,3/9/2012,1255,,,,,,,,,,
0,11,2012,11/21/2012,1256,,,,,,,,,,
,12,2012,12/21/2012,1257,,,,,,,,,,
0,12,2012,12/4/2012,1258,,,,,,,,,,
,12,2012,12/2/2012,1259,,,,,,,,,,
0,1,2012,1/18/2012,1260,,,,,,,,,,
0,3,2012,3/15/2012,1261,,,,,,,,,,
0,5,2012,5/26/2012,1262,,,,,,,,,,
,10,2012,10/30/2012,1263,,,,,,,,,,
0,3,2012,3/14/2012,1264,,,,,,,,,,
0,1,2012,1/22/2012,1265,,,,,,,,,,
0,4,2012,4/1/2012,1266,,,,,,,,,,
0,3,2012,3/30/2012,1267,,,,,,,,,,
0,1,2012,1/26/2012,1268,,,,,,,,,,
0,2,2012,2/6/2012,1269,,,,,,,,,,
0,1,2012,1/19/2012,1270,,,,,,,,,,
,3,2012,3/30/2012,1271,,,,,,,,,,
,10,2012,10/15/2012,1272,,,,,,,,,,
0,2,2012,2/1/2012,1273,,,,,,,,,,
0,2,2012,2/10/2012,1274,,,,,,,,,,
0,11,2012,11/20/2012,1275,,,,,,,,,,
0,3,2012,3/14/2012,1276,,,,,,,,,,
,11,2012,11/30/2012,1277,,,,,,,,,,
0,7,2012,7/12/2012,1278,,,,,,,,,,
0,1,2012,1/19/2012,1279,,,,,,,,,,
0,3,2012,3/17/2012,1280,,,,,,,,,,
0,3,2012,3/21/2012,1281,,,,,,,,,,
0,2,2012,2/1/2012,1282,,,,,,,,,,
0,11,2012,11/20/2012,1283,,,,,,,,,,
0,3,2012,3/16/2012,1284,,,,,,,,,,
0,3,2012,3/14/2012,1285,,,,,,,,,,
0,12,2012,12/17/2012,1286,,,,,,,,,,
0,3,2012,3/22/2012,1287,,,,,,,,,,
,11,2012,11/14/2012,1288,,,,,,,,,,
0,6,2012,6/5/2012,1289,,,,,,,,,,
0,3,2012,3/30/2012,1290,,,,,,,,,,
0,3,2012,3/26/2012,1291,,,,,,,,,,
,12,2012,12/5/2012,1292,,,,,,,,,,
0,11,2012,11/30/2012,1293,,,,,,,,,,
0,2,2012,2/10/2012,1294,,,,,,,,,,
0,1,2012,1/18/2012,1295,,,,,,,,,,
0,11,2012,11/30/2012,1296,,,,,,,,,,
0,4,2012,4/1/2012,1297,,,,,,,,,,
0,1,2012,1/20/2012,1298,,,,,,,,,,
0,12,2012,12/1/2012,1299,,,,,,,,,,
0,3,2012,3/1/2012,1300,,,,,,,,,,
,5,2012,5/6/2012,1301,,,,,,,,,,
0,12,2012,12/22/2012,1302,,,,,,,,,,
,12,2012,12/20/2012,1303,,,,,,,,,,
0,3,2012,3/6/2012,1304,,,,,,,,,,
,5,2012,5/3/2012,1305,,,,,,,,,,
0,12,2012,12/9/2012,1306,,,,,,,,,,
0,3,2012,3/14/2012,1307,,,,,,,,,,
0,1,2012,1/19/2012,1308,,,,,,,,,,
0,3,2012,3/9/2012,1309,,,,,,,,,,
0,1,2012,1/21/2012,1310,,,,,,,,,,
0,1,2012,1/19/2012,1311,,,,,,,,,,
0,3,2012,3/15/2012,1312,,,,,,,,,,
0,3,2012,3/13/2012,1313,,,,,,,,,,
0,11,2012,11/20/2012,1314,,,,,,,,,,
0,3,2012,3/21/2012,1315,,,,,,,,,,
0,3,2012,3/30/2012,1316,,,,,,,,,,
0,11,2012,11/19/2012,1317,,,,,,,,,,
0,1,2012,1/9/2012,1318,,,,,,,,,,
0,12,2012,12/22/2012,1319,,,,,,,,,,
0,11,2012,11/20/2012,1320,,,,,,,,,,
0,3,2012,3/13/2012,1321,,,,,,,,,,
0,1,2012,1/21/2012,1322,,,,,,,,,,
0,4,2012,4/4/2012,1323,,,,,,,,,,
0,12,2012,12/20/2012,1324,,,,,,,,,,
0,3,2012,3/29/2012,1325,,,,,,,,,,
0,12,2012,12/1/2012,1326,,,,,,,,,,
0,3,2012,3/30/2012,1327,,,,,,,,,,
0,3,2012,3/27/2012,1328,,,,,,,,,,
0,3,2012,3/12/2012,1329,,,,,,,,,,
0,12,2012,12/20/2012,1330,,,,,,,,,,
0,8,2012,8/25/2012,1331,,,,,,,,,,
0,3,2012,3/30/2012,1332,,,,,,,,,,
0,12,2012,12/5/2012,1333,,,,,,,,,,
0,3,2012,3/15/2012,1334,,,,,,,,,,
0,11,2012,11/20/2012,1335,,,,,,,,,,
0,3,2012,3/16/2012,1336,,,,,,,,,,
,7,2012,7/14/2012,1337,,,,,,,,,,
0,11,2012,11/1/2012,1338,,,,,,,,,,
0,12,2012,12/4/2012,1339,,,,,,,,,,
0,1,2012,1/27/2012,1340,,,,,,,,,,
0,11,2012,11/19/2012,1341,,,,,,,,,,
0,11,2012,11/19/2012,1342,,,,,,,,,,
0,6,2012,6/1/2012,1343,,,,,,,,,,
0,4,2012,4/24/2012,1344,,,,,,,,,,
0,3,2012,3/29/2012,1345,,,,,,,,,,
0,1,2012,1/25/2012,1346,,,,,,,,,,
0,2,2012,2/18/2012,1347,,,,,,,,,,
0,10,2012,10/14/2012,1348,,,,,,,,,,
0,1,2012,1/18/2012,1349,,,,,,,,,,
0,2,2012,2/3/2012,1350,,,,,,,,,,
0,3,2012,3/17/2012,1351,,,,,,,,,,
0,12,2012,12/16/2012,1352,,,,,,,,,,
,8,2012,8/12/2012,1353,,,,,,,,,,
,3,2012,3/30/2012,1354,,,,,,,,,,
,9,2012,9/2/2012,1355,,,,,,,,,,
0,2,2012,2/22/2012,1356,,,,,,,,,,
,4,2012,4/27/2012,1357,,,,,,,,,,
0,3,2012,3/30/2012,1358,,,,,,,,,,
,7,2012,7/9/2012,1359,,,,,,,,,,
,12,2012,12/1/2012,1360,,,,,,,,,,
0,1,2012,1/19/2012,1361,,,,,,,,,,
0,3,2012,3/20/2012,1362,,,,,,,,,,
0,1,2012,1/27/2012,1363,,,,,,,,,,
,4,2012,4/1/2012,1364,,,,,,,,,,
0,10,2012,10/8/2012,1365,,,,,,,,,,
0,5,2012,5/24/2012,1366,,,,,,,,,,
0,1,2012,1/22/2012,1367,,,,,,,,,,
0,1,2012,1/18/2012,1368,,,,,,,,,,
0,1,2012,1/22/2012,1369,,,,,,,,,,
0,2,2012,2/22/2012,1370,,,,,,,,,,
,8,2012,8/23/2012,1371,,,,,,,,,,
0,3,2012,3/14/2012,1372,,,,,,,,,,
0,12,2012,12/3/2012,1373,,,,,,,,,,
0,10,2012,10/31/2012,1374,,,,,,,,,,
0,12,2012,12/20/2012,1375,,,,,,,,,,
0,11,2012,11/21/2012,1376,,,,,,,,,,
0,12,2012,12/14/2012,1377,,,,,,,,,,
0,11,2012,11/20/2012,1378,,,,,,,,,,
0,11,2012,11/30/2012,1379,,,,,,,,,,
,12,2012,12/19/2012,1380,,,,,,,,,,
,7,2012,7/14/2012,1381,,,,,,,,,,
0,1,2012,1/19/2012,1382,,,,,,,,,,
0,12,2012,12/19/2012,1383,,,,,,,,,,
0,3,2012,3/21/2012,1384,,,,,,,,,,
0,3,2012,3/26/2012,1385,,,,,,,,,,
0,1,2012,1/11/2012,1386,,,,,,,,,,
0,7,2012,7/17/2012,1387,,,,,,,,,,
,12,2012,12/2/2012,1388,,,,,,,,,,
0,2,2012,2/21/2012,1389,,,,,,,,,,
,11,2012,11/30/2012,1390,,,,,,,,,,
,5,2012,5/2/2012,1391,,,,,,,,,,
0,3,2012,3/31/2012,1392,,,,,,,,,,
,12,2012,12/4/2012,1393,,,,,,,,,,
0,12,2012,12/2/2012,1394,,,,,,,,,,
,9,2012,9/18/2012,1395,,,,,,,,,,
0,1,2012,1/19/2012,1396,,,,,,,,,,
0,3,2012,3/14/2012,1397,,,,,,,,,,
,12,2012,12/22/2012,1398,,,,,,,,,,
0,2,2012,2/26/2012,1399,,,,,,,,,,
0,3,2012,3/29/2012,1400,,,,,,,,,,
0,12,2012,12/24/2012,1401,,,,,,,,,,
0,12,2012,12/25/2012,1402,,,,,,,,,,
,12,2012,12/26/2012,1403,,,,,,,,,,
0,2,2012,2/12/2012,1404,,,,,,,,,,
0,1,2012,1/19/2012,1405,,,,,,,,,,
,12,2012,12/2/2012,1406,,,,,,,,,,
0,3,2012,3/2/2012,1407,,,,,,,,,,
,12,2012,12/19/2012,1408,,,,,,,,,,
0,12,2012,12/17/2012,1409,,,,,,,,,,
0,1,2012,1/19/2012,1410,,,,,,,,,,
0,1,2012,1/24/2012,1411,,,,,,,,,,
0,3,2012,3/22/2012,1412,,,,,,,,,,
,12,2012,12/30/2012,1413,,,,,,,,,,
0,1,2012,1/28/2012,1414,,,,,,,,,,
,8,2012,8/20/2012,1415,,,,,,,,,,
0,1,2012,1/25/2012,1416,,,,,,,,,,
,12,2012,12/4/2012,1417,,,,,,,,,,
0,3,2012,3/30/2012,1418,,,,,,,,,,
0,1,2012,1/19/2012,1419,,,,,,,,,,
0,3,2012,3/26/2012,1420,,,,,,,,,,
0,3,2012,3/14/2012,1421,,,,,,,,,,
0,3,2012,3/21/2012,1422,,,,,,,,,,
0,3,2012,3/15/2012,1423,,,,,,,,,,
0,11,2012,11/20/2012,1424,,,,,,,,,,
0,3,2012,3/30/2012,1425,,,,,,,,,,
0,4,2012,4/4/2012,1426,,,,,,,,,,
0,3,2012,3/17/2012,1427,,,,,,,,,,
0,3,2012,3/12/2012,1428,,,,,,,,,,
0,9,2013,9/4/2013,1429,,,,,,,,,,
0,3,2013,3/12/2013,1430,,,,,,,,,,
0,7,2013,7/6/2013,1431,,,,,,,,,,
0,9,2013,9/5/2013,1432,,,,,,,,,,
0,8,2013,8/10/2013,1433,,,,,,,,,,
0,12,2013,12/1/2013,1434,,,,,,,,,,
0,1,2013,1/13/2013,1435,,,,,,,,,,
0,5,2013,5/22/2013,1436,,,,,,,,,,
,5,2013,5/13/2013,1437,,,,,,,,,,
0,4,2013,4/8/2013,1438,,,,,,,,,,
,4,2013,4/17/2013,1439,,,,,,,,,,
0,1,2013,1/30/2013,1440,,,,,,,,,,
0,7,2013,7/23/2013,1441,,,,,,,,,,
0,9,2013,9/12/2013,1442,,,,,,,,,,
,7,2013,7/4/2013,1443,,,,,,,,,,
0,5,2013,5/21/2013,1444,,,,,,,,,,
0,9,2013,9/29/2013,1445,,,,,,,,,,
0,12,2013,12/1/2013,1446,,,,,,,,,,
0,8,2013,8/2/2013,1447,,,,,,,,,,
0,9,2013,9/5/2013,1448,,,,,,,,,,
0,7,2013,7/1/2013,1449,,,,,,,,,,
0,9,2013,9/28/2013,1450,,,,,,,,,,
0,8,2013,8/25/2013,1451,,,,,,,,,,
0,10,2013,10/17/2013,1452,,,,,,,,,,
0,8,2013,8/30/2013,1453,,,,,,,,,,
0,8,2013,8/19/2013,1454,,,,,,,,,,
0,7,2013,7/10/2013,1455,,,,,,,,,,
0,11,2013,11/8/2013,1456,,,,,,,,,,
0,5,2013,5/29/2013,1457,,,,,,,,,,
0,8,2013,8/23/2013,1458,,,,,,,,,,
0,11,2013,11/20/2013,1459,,,,,,,,,,
0,7,2013,7/4/2013,1460,,,,,,,,,,
0,6,2013,6/20/2013,1461,,,,,,,,,,
0,10,2013,10/13/2013,1462,,,,,,,,,,
0,9,2013,9/15/2013,1463,,,,,,,,,,
,4,2013,4/7/2013,1464,,,,,,,,,,
0,6,2013,6/29/2013,1465,,,,,,,,,,
0,7,2013,7/11/2013,1466,,,,,,,,,,
0,1,2013,1/19/2013,1467,,,,,,,,,,
,4,2013,4/30/2013,1468,,,,,,,,,,
0,2,2013,2/7/2013,1469,,,,,,,,,,
0,6,2013,6/27/2013,1470,,,,,,,,,,
,1,2013,1/3/2013,1471,,,,,,,,,,
0,6,2013,6/18/2013,1472,,,,,,,,,,
0,11,2013,11/1/2013,1473,,,,,,,,,,
0,5,2013,5/29/2013,1474,,,,,,,,,,
0,12,2013,12/1/2013,1475,,,,,,,,,,
,1,2013,1/30/2013,1476,,,,,,,,,,
,1,2013,1/16/2013,1477,,,,,,,,,,
0,11,2013,11/7/2013,1478,,,,,,,,,,
,5,2013,5/7/2013,1479,,,,,,,,,,
0,3,2013,3/13/2013,1480,,,,,,,,,,
0,9,2013,9/10/2013,1481,,,,,,,,,,
0,9,2013,9/2/2013,1482,,,,,,,,,,
0,9,2013,9/12/2013,1483,,,,,,,,,,
3,9,2013,9/12/2013,1484,,,,,,,,,,
,4,2013,4/17/2013,1485,,,,,,,,,,
0,12,2013,12/1/2013,1486,,,,,,,,,,
0,1,2013,1/9/2013,1487,,,,,,,,,,
0,9,2013,9/7/2013,1488,,,,,,,,,,
,4,2013,4/25/2013,1489,,,,,,,,,,
0,3,2013,3/25/2013,1490,,,,,,,,,,
0,12,2013,12/2/2013,1491,,,,,,,,,,
0,9,2013,9/29/2013,1492,,,,,,,,,,
0,6,2013,6/9/2013,1493,,,,,,,,,,
0,9,2013,9/14/2013,1494,,,,,,,,,,
0,6,2013,6/17/2013,1495,,,,,,,,,,
0,9,2013,9/5/2013,1496,,,,,,,,,,
,5,2013,5/19/2013,1497,,,,,,,,,,
0,7,2013,7/25/2013,1498,,,,,,,,,,
0,7,2013,7/6/2013,1499,,,,,,,,,,
0,12,2013,12/22/2013,1500,,,,,,,,,,
0,7,2013,7/20/2013,1501,,,,,,,,,,
0,9,2013,9/12/2013,1502,,,,,,,,,,
0,7,2013,7/18/2013,1503,,,,,,,,,,
,7,2013,7/28/2013,1504,,,,,,,,,,
0,6,2013,6/28/2013,1505,,,,,,,,,,
0,4,2013,4/27/2013,1506,,,,,,,,,,
0,7,2013,7/17/2013,1507,,,,,,,,,,
0,6,2013,6/24/2013,1508,,,,,,,,,,
0,10,2013,10/9/2013,1509,,,,,,,,,,
0,9,2013,9/7/2013,1510,,,,,,,,,,
,4,2013,4/17/2013,1511,,,,,,,,,,
0,9,2013,9/2/2013,1512,,,,,,,,,,
0,8,2013,8/22/2013,1513,,,,,,,,,,
0,12,2013,12/21/2013,1514,,,,,,,,,,
0,8,2013,8/13/2013,1515,,,,,,,,,,
0,12,2013,12/19/2013,1516,,,,,,,,,,
0,10,2013,10/28/2013,1517,,,,,,,,,,
0,7,2013,7/28/2013,1518,,,,,,,,,,
,4,2013,4/18/2013,1519,,,,,,,,,,
0,5,2013,5/31/2013,1520,,,,,,,,,,
0,7,2013,7/6/2013,1521,,,,,,,,,,
0,8,2013,8/28/2013,1522,,,,,,,,,,
,5,2013,5/15/2013,1523,,,,,,,,,,
0,6,2013,6/26/2013,1524,,,,,,,,,,
0,9,2013,9/19/2013,1525,,,,,,,,,,
0,7,2013,7/16/2013,1526,,,,,,,,,,
0,8,2013,8/11/2013,1527,,,,,,,,,,
0,6,2013,6/19/2013,1528,,,,,,,,,,
0,7,2013,7/23/2013,1529,,,,,,,,,,
0,7,2013,7/15/2013,1530,,,,,,,,,,
,6,2013,6/25/2013,1531,,,,,,,,,,
0,6,2013,6/23/2013,1532,,,,,,,,,,
0,7,2013,7/18/2013,1533,,,,,,,,,,
0,9,2013,9/12/2013,1534,,,,,,,,,,
,5,2013,5/6/2013,1535,,,,,,,,,,
0,7,2013,7/18/2013,1536,,,,,,,,,,
0,9,2013,9/5/2013,1537,,,,,,,,,,
0,1,2013,1/13/2013,1538,,,,,,,,,,
0,7,2013,7/16/2013,1539,,,,,,,,,,
0,12,2013,12/13/2013,1540,,,,,,,,,,
0,10,2013,10/5/2013,1541,,,,,,,,,,
0,6,2013,6/27/2013,1542,,,,,,,,,,
2,5,2013,5/22/2013,1543,,,,,,,,,,
0,5,2013,5/29/2013,1544,,,,,,,,,,
0,12,2013,12/10/2013,1545,,,,,,,,,,
0,3,2013,3/6/2013,1546,,,,,,,,,,
0,9,2013,9/5/2013,1547,,,,,,,,,,
0,7,2013,7/12/2013,1548,,,,,,,,,,
0,7,2013,7/23/2013,1549,,,,,,,,,,
,1,2013,1/15/2013,1550,,,,,,,,,,
0,6,2013,6/7/2013,1551,,,,,,,,,,
0,8,2013,8/18/2013,1552,,,,,,,,,,
0,6,2013,6/22/2013,1553,,,,,,,,,,
0,9,2013,9/2/2013,1554,,,,,,,,,,
0,3,2013,3/26/2013,1555,,,,,,,,,,
,3,2013,3/21/2013,1556,,,,,,,,,,
,5,2013,5/7/2013,1557,,,,,,,,,,
0,9,2013,9/12/2013,1558,,,,,,,,,,
0,8,2013,8/3/2013,1559,,,,,,,,,,
0,8,2013,8/25/2013,1560,,,,,,,,,,
0,12,2013,12/27/2013,1561,,,,,,,,,,
,1,2013,1/17/2013,1562,,,,,,,,,,
0,3,2013,3/7/2013,1563,,,,,,,,,,
,1,2013,1/16/2013,1564,,,,,,,,,,
0,8,2013,8/18/2013,1565,,,,,,,,,,
0,9,2013,9/16/2013,1566,,,,,,,,,,
,7,2013,7/4/2013,1567,,,,,,,,,,
,2,2013,2/20/2013,1568,,,,,,,,,,
0,7,2013,7/16/2013,1569,,,,,,,,,,
0,7,2013,7/25/2013,1570,,,,,,,,,,
1,4,2013,4/1/2013,1571,,,,,,,,,,
0,5,2013,5/5/2013,1572,,,,,,,,,,
,5,2013,5/27/2013,1573,,,,,,,,,,
0,9,2013,9/29/2013,1574,,,,,,,,,,
0,9,2013,9/19/2013,1575,,,,,,,,,,
0,3,2013,3/6/2013,1576,,,,,,,,,,
0,8,2013,8/29/2013,1577,,,,,,,,,,
0,7,2013,7/23/2013,1578,,,,,,,,,,
,9,2013,9/12/2013,1579,,,,,,,,,,
,7,2013,7/24/2013,1580,,,,,,,,,,
0,7,2013,7/14/2013,1581,,,,,,,,,,
